image,xmin,ymin,xmax,ymax,label
"020-gst-invoice-example-pdf-invoice-template-tax.png",35218,515,148,"company_detail"
"1e4e71b5800abf0a1c69ac87ecf3ed0f.jpg",5062,231,175,"company_detail"
"1e4e71b5800abf0a1c69ac87ecf3ed0f.jpg",238696,363,712,"company_detail"
"687474703a2f2f692e696d6775722e636f6d2f433365506471512e706e67.png",2670,260,137,"company_detail"
"687474703a2f2f692e696d6775722e636f6d2f433365506471512e706e67.png",20226,170,338,"company_detail"
"billing-invoice-for-legal-services.png",29105,181,177,"company_detail"
"billing-invoice-template.png",2840,176,126,"company_detail"
"billing-invoice-template.png",212721,389,740,"company_detail"
"Business-invoice.png",3447,553,163,"company_detail"
"circles.jpg",76190,195,260,"company_detail"
"collapsed-consolidated-invoice-chargify.png",1836,277,106,"company_detail"
"commercial-invoice.png",378165,473,268,"company_detail"
"downnload-microsoft-invoice-template-sample-business-printable.png",5042,177,113,"company_detail"
"downnload-microsoft-invoice-template-sample-business-printable.png",44115,276,158,"company_detail"
"excel-invoice-template.png",49821,584,116,"company_detail"
"fedex-freight-commercial-invoice-fedex-commercial-invoice-template-microsoft-excel-775x1024.jpg",2327,357,62,"company_detail"
"fedex-freight-commercial-invoice-fedex-commercial-invoice-template-microsoft-excel-775x1024.jpg",13568,213,94,"company_detail"
"file-flvS8wPDcg.png",1864,332,137,"company_detail"
"file-flvS8wPDcg.png",15140,116,248,"company_detail"
"file-flvS8wPDcg.png",43787,585,246,"company_detail"
"gst-invoice-template-excel-malaysia-malaysia-invoice-template-professional-invoices-template-best-of-tax-ideas.jpg",8814,281,107,"company_detail"
"gst-invoice-template-word-gst-tax-invoice-format-in-excel-gst-tax-invoice-format-exe-download.jpg",16330,439,123,"company_detail"
"html-and-pdf-result.png",2332,214,136,"company_detail"
"html-and-pdf-result.png",44425,587,171,"company_detail"
"IC-Google-Invoice-Template.jpg",1852,123,171,"company_detail"
"IC-Google-Invoice-Template.jpg",206725,396,745,"company_detail"
"IC-Google-Invoice-Template.jpg",233751,364,769,"company_detail"
"IC-Google-Packing-Slip-Template.jpg",1845,127,158,"company_detail"
"IC-Google-Packing-Slip-Template.jpg",213708,388,727,"company_detail"
"IC-Google-Packing-Slip-Template.jpg",238735,360,749,"company_detail"
"image2.jpg",629,179,80,"company_detail"
"image2.jpg",192,166,211,"company_detail"
"image-3.jpg",162,277,93,"company_detail"
"image-3.jpg",9104,160,169,"company_detail"
"Invoice-00984-Clean-page-001.jpg",21221,334,99,"company_detail"
"Invoice-00984-Clean-page-001.jpg",34021,434,82,"company_detail"
"Invoice-01987-Bold-page-001.jpg",29126,409,86,"company_detail"
"Invoice-01987-Bold-page-001.jpg",41925,493,71,"company_detail"
"Invoice-041-A-Modern-page-001.jpg",332729,469,783,"company_detail"
"Invoice-041-A-Modern-page-001.jpg",472726,563,782,"company_detail"
"invoice092015.png",377,319,71,"company_detail"
"invoice092015.png",140749,468,789,"company_detail"
"Invoice-1564-Creative-page-001.jpg",17942,296,108,"company_detail"
"Invoice-1564-Creative-page-001.jpg",30044,385,99,"company_detail"
"Invoice-20802-Elegant-New-page-001.jpg",170180,284,246,"company_detail"
"Invoice-20802-Elegant-New-page-001.jpg",289182,372,231,"company_detail"
"invoice(2).png",2637,200,104,"company_detail"
"Invoice-B-0191-Playful-page-001.jpg",333162,560,244,"company_detail"
"invoiceberry_indesign_invoice_template_lime_on_ice.jpg.pagespeed.ce.gaEfGwdBT_.jpg",3432,402,108,"company_detail"
"invoiceberry_indesign_invoice_template_lime_on_ice.jpg.pagespeed.ce.gaEfGwdBT_.jpg",103125,312,168,"company_detail"
"Invoice-D-085-Photo-New-page-001-1.jpg",40237,202,324,"company_detail"
"Invoice-D-085-Plain-page-001(1).jpg",20231,332,93,"company_detail"
"Invoice-D-085-Plain-page-001.jpg",20325,329,111,"company_detail"
"invoice-hero-full-it.png",30927,445,95,"company_detail"
"invoice-hero-full-it.png",46230,576,95,"company_detail"
"invoice-sample.png",1936,196,117,"company_detail"
"invoice-template-construction-free-excel-invoice-templates-smartsheet.png",193,152,223,"company_detail"
"invoice-template-construction-free-excel-invoice-templates-smartsheet.png",98,253,81,"company_detail"
"invoice-template-in-band-blue-750px.png",4082,148,152,"company_detail"
"invoice-template-in-classic-blue-750px.png",3951,183,130,"company_detail"
"invoice-template-in-classic-white-750px.png",2646,172,123,"company_detail"
"invoice-template-in-cool-waves-750px.png",4767,237,150,"company_detail"
"invoice-template-in-flag-of-india-750px.png",2986,164,144,"company_detail"
"invoice-template-in-modern-red-750px.png",7251,200,124,"company_detail"
"invoice-template-in-neat-750px.png",2593,159,140,"company_detail"
"invoice-template-in-pure-white-750px.png",2836,264,106,"company_detail"
"invoice.png",8101,144,217,"company_detail"
"LARGE_635747981557862333@eninvoice.png",2836,163,73,"company_detail"
"LARGE_635747981557862333@eninvoice.png",26698,143,756,"company_detail"
"LARGE_635747981557862333@eninvoice.png",153696,272,755,"company_detail"
"mceclip2.png",1630,281,133,"company_detail"
"mceclip2.png",38820,576,54,"company_detail"
"Microsoft-Invoice-Template.png",2487,114,620,"company_detail"
"Microsoft-Invoice-Template.png",4694,93,750,"company_detail"
"Microsoft-Invoice-Template.png",209699,344,745,"company_detail"
"Microsoft-Invoice-Template.png",479696,593,751,"company_detail"
"modern.png",2636,212,100,"company_detail"
"modern.png",30739,478,160,"company_detail"
"ms-excel-jewelry-invoice-template-invoice-templates-receipt.png",3336,247,120,"company_detail"
"Notebook-Word.jpg",4142,194,111,"company_detail"
"Notebook-Word.jpg",46148,188,246,"company_detail"
"pdf-invoice-template.jpg",45621,579,104,"company_detail"
"pro_1.png",33925,500,164,"company_detail"
"Sample-invoice.png",121,243,95,"company_detail"
"screenshot_invoiceberry_invoice_template_5.jpg",263123,388,250,"company_detail"
"screenshot_invoiceberry_invoice_template_5.jpg",120645,385,669,"company_detail"
"service-invoice.png",4454,201,158,"company_detail"
"service-invoice.png",235677,363,694,"company_detail"
"Simple-invoice.png",210137,396,169,"company_detail"
"Simple-invoice.png",437186,565,261,"company_detail"
"singapore-invoice-template-singapore-gst-invoice-template-sales.png",8964,362,165,"company_detail"
"step-3.png",43140,198,299,"company_detail"
"step-3.png",5676,179,125,"company_detail"
"TAX_INVOICE_IN00012_ClearTax-11-1024x1012.jpg",7815,250,86,"company_detail"
"timesheet-invoice.png",28136,140,236,"company_detail"
"word-invoice-template.png",2650,198,154,"company_detail"
"word-invoice-template.png",215694,385,710,"company_detail"
"writer-invoice-template-791x1024.png",7074,218,135,"company_detail"
